Wall time,Step,Value
1665321014.9997764,18,1.6066709756851196
1665321021.25257,42,1.5136923789978027
1665321022.0428956,45,4.412593364715576
1665321024.9009137,56,2.115367889404297
1665321028.773311,71,1.1577894687652588
1665321039.5982654,94,0.9907556176185608
1665321055.6901462,155,1.0626912117004395
1665321056.4591835,158,1.5041972398757935
1665321058.8066707,167,0.29095277190208435
1665321080.3172822,229,0.10702644288539886
1665321081.654233,234,1.8752055168151855
1665321087.1838121,255,1.0421042442321777
1665321094.9015715,267,0.33090323209762573
1665321096.498408,273,0.9145409464836121
1665321105.8240795,308,1.6289582252502441
1665321106.3490424,310,0.42495012283325195
1665321108.4716249,318,0.29623833298683167
1665321116.871338,347,0.8408846259117126
1665321127.1064126,367,0.8569390177726746
1665321141.6609757,421,0.16212104260921478
1665321151.8749502,442,0.1433357149362564
1665321156.8681235,460,0.5450589656829834
1665321160.7037323,474,0.3885561525821686
1665321182.0518546,536,0.25020527839660645
1665321189.3579001,563,1.0850039720535278
1665321193.6658642,579,0.07352933287620544
1665321195.5887518,586,0.5841924548149109
1665321195.8620715,587,0.8661900162696838
1665321209.1963644,620,0.12463867664337158
1665321212.9627638,634,0.16943927109241486
1665321215.116944,642,0.19295598566532135
1665321216.4626231,647,0.0032454305328428745
1665321220.235611,661,0.6231288909912109
1665321222.9360573,671,1.2296863794326782
1665321239.0602639,714,0.7130712866783142
1665321241.267444,722,1.0622323751449585
1665321243.4475346,730,0.9149017333984375
1665321250.5270112,756,0.014875796623528004
1665321252.9841638,765,0.005311483051627874
1665321254.0695949,769,0.5422827005386353
1665321254.6262357,771,0.017727408558130264
1665321263.2643785,785,0.09734812378883362
1665321263.8035,787,0.06811966747045517
1665321265.7063324,794,0.25901541113853455
1665321267.8851352,802,0.07744266837835312
1665321269.5260572,808,0.5941038131713867
1665321277.2961574,836,0.05761028826236725
1665321311.7711935,945,0.017640508711338043
1665321320.9951637,962,0.2547643184661865
1665321323.4493928,971,0.5007940530776978
1665321323.7270024,972,0.0857529267668724
1665321325.419867,978,0.3473277986049652
1665321327.0437093,984,0.6379345655441284
1665321331.9675512,1002,0.5793400406837463
1665321332.7877946,1005,1.9794405698776245
1665321335.272168,1014,0.026392459869384766
1665321353.2051744,1063,0.43738022446632385
1665321354.0270145,1066,0.05590662732720375
1665321355.6787474,1072,0.02837177738547325
1665321357.3264334,1078,0.002123397309333086
1665321361.4158382,1093,0.20570993423461914
1665321363.0729923,1099,0.19851507246494293
1665321364.443709,1104,0.2988329529762268
1665321383.4467137,1156,0.45630985498428345
1665321384.8223352,1161,0.9298460483551025
1665321385.1453943,1162,0.23198559880256653
1665321390.165273,1180,0.13726037740707397
1665321393.76724,1193,0.43033498525619507
1665321412.418416,1244,0.12857221066951752
1665321417.18212,1261,0.4240517318248749
1665321436.7662685,1316,0.2637186348438263
1665321437.5818138,1319,0.6544100642204285
1665321441.459504,1333,0.012192160822451115
1665321442.5750237,1337,0.580284595489502
1665321455.72746,1385,0.3858051598072052
1665321462.105046,1392,0.04790044203400612
1665321468.1438832,1414,0.12025409936904907
1665321471.486071,1426,0.3126497268676758
1665321474.2655659,1436,0.20533667504787445
1665321482.5318592,1466,1.0385756492614746
1665321485.5747871,1477,0.4083392918109894
1665321492.2316096,1485,1.6882442235946655
1665321494.031871,1491,0.0038370846305042505
1665321502.9159408,1523,0.19590866565704346
1665321510.9443862,1552,0.2545545697212219
1665321519.945066,1568,0.21024584770202637
1665321524.407439,1584,0.2069985419511795
1665321525.5351915,1588,0.028273509815335274
1665321530.2548244,1605,0.18252743780612946
1665321539.8746758,1640,0.18393592536449432
1665321555.9965603,1682,0.09075690060853958
1665321558.4660838,1691,0.021612370386719704
1665321560.1209588,1697,0.27783310413360596
1665321561.505377,1702,0.13495534658432007
1665321563.4081671,1709,0.11848480999469757
1665321565.8990684,1718,0.6795976758003235
1665321569.73605,1732,0.0980621874332428
1665321570.2969794,1734,0.6804335117340088
1665321571.1105013,1737,0.7954872250556946
1665321578.0595334,1746,0.3713974058628082
1665321587.7634282,1781,0.004887246526777744
1665321600.0609064,1826,0.165310800075531
1665321609.5301847,1844,0.011359289288520813
1665321612.0710597,1853,0.10420197993516922
1665321615.6740782,1866,0.3519943952560425
1665321616.5106428,1869,0.526645839214325
1665321618.7104766,1877,0.26054561138153076
1665321634.1503193,1917,0.5154969096183777
1665321638.817771,1934,0.03302798420190811
1665321641.5884218,1944,0.08339053392410278
