Wall time,Step,Value
1665141537.9112496,18,2.323106288909912
1665141545.4619403,42,2.183048963546753
1665141546.404935,45,2.4755280017852783
1665141549.8910434,56,1.4911549091339111
1665141554.6186414,71,2.4608776569366455
1665141568.6805167,94,2.139680862426758
1665141588.6380422,155,1.6930779218673706
1665141589.5930436,158,1.9199512004852295
1665141592.4916263,167,1.1764503717422485
1665141620.1758628,229,1.1242897510528564
1665141621.8225183,234,2.6635046005249023
1665141628.6672618,255,1.6759063005447388
1665141638.6480618,267,1.1668540239334106
1665141640.6445172,273,1.6672602891921997
1665141652.3656354,308,0.9443658590316772
1665141653.03451,310,1.4431285858154297
1665141655.71518,318,1.1499909162521362
1665141665.3256574,347,1.7801363468170166
1665141678.162494,367,1.6491693258285522
1665141696.294175,421,1.1733660697937012
1665141709.32508,442,0.6711072325706482
1665141715.3095677,460,1.2281900644302368
1665141720.1418931,474,1.0213704109191895
1665141747.0836096,536,0.9673305153846741
1665141756.3025987,563,3.2229981422424316
1665141761.6205537,579,0.5887768864631653
1665141763.966355,586,1.207361102104187
1665141764.2994123,587,0.8064690828323364
1665141780.8663213,620,0.28859424591064453
1665141785.4978175,634,0.5652530789375305
1665141788.254764,642,0.7842888832092285
1665141789.971877,647,0.3095710575580597
1665141794.7696497,661,0.9452511072158813
1665141798.1079826,671,2.196617841720581
1665141818.921352,714,1.3511284589767456
1665141821.7470984,722,1.804456353187561
1665141824.3994539,730,1.4468915462493896
1665141832.997659,756,0.49835407733917236
1665141835.9948475,765,0.3344811499118805
1665141837.325154,769,1.2524710893630981
1665141837.9922183,771,0.6074877381324768
1665141849.2188964,785,0.5510774850845337
1665141849.882618,787,0.5387555360794067
1665141852.2118828,794,0.6931586861610413
1665141854.88444,802,0.7967348694801331
1665141857.103501,808,1.13481605052948
1665141866.574206,836,0.44084033370018005
1665141908.3645918,945,0.43536636233329773
1665141920.0179954,962,1.0309913158416748
1665141922.9955266,971,1.4686448574066162
1665141923.332145,972,0.463294118642807
1665141925.3305526,978,1.1886494159698486
1665141927.5401368,984,0.8406093120574951
1665141933.4930177,1002,1.1117939949035645
1665141934.4882627,1005,0.7068867683410645
1665141937.4758108,1014,0.3762659430503845
1665141959.9422362,1063,1.0738511085510254
1665141960.9308732,1066,0.2998785674571991
1665141963.211019,1072,0.41066381335258484
1665141965.293487,1078,0.1915358603000641
1665141970.36247,1093,1.5109953880310059
1665141972.3361566,1099,0.6129343509674072
1665141974.0017285,1104,1.2287455797195435
1665141997.4902375,1156,0.9537069201469421
1665141999.157936,1161,1.2265164852142334
1665141999.497598,1162,0.5489506125450134
1665142005.4822402,1180,0.4002803564071655
1665142009.7558846,1193,1.131234049797058
1665142032.2434092,1244,0.5695117115974426
1665142037.9124222,1261,1.2016619443893433
1665142061.8608353,1316,0.4107787609100342
1665142062.8439877,1319,1.6653856039047241
1665142067.5029743,1333,0.4145243465900421
1665142068.8256738,1337,1.1851227283477783
1665142084.7454493,1385,0.9594238996505737
1665142093.597478,1392,0.36675962805747986
1665142100.862879,1414,0.5102300643920898
1665142105.228129,1426,0.9231719970703125
1665142108.5758355,1436,0.9953962564468384
1665142118.520014,1466,1.2819068431854248
1665142122.1701334,1477,0.9025435447692871
1665142131.1087317,1485,2.389808177947998
1665142133.0968642,1491,0.22532637417316437
1665142144.3013606,1523,0.9770144820213318
1665142153.9051423,1552,0.5824741125106812
1665142165.2285495,1568,0.7862198352813721
1665142170.5458243,1584,0.6313039660453796
1665142171.9617336,1588,0.1973385512828827
1665142177.697504,1605,0.6274380683898926
1665142189.316188,1640,0.812674343585968
1665142210.3176522,1682,0.6811334490776062
1665142213.318286,1691,0.257030725479126
1665142215.343328,1697,0.9143233299255371
1665142217.0258517,1702,0.5165088176727295
1665142219.3405194,1709,0.4994634985923767
1665142222.3722713,1718,1.148315191268921
1665142227.0195787,1732,0.8435620665550232
1665142227.682046,1734,0.6873921155929565
1665142228.6707473,1737,1.1491966247558594
1665142237.720133,1746,1.0581107139587402
1665142249.5708358,1781,0.11955787241458893
1665142264.4797873,1826,0.9419869780540466
1665142276.245278,1844,0.20613935589790344
1665142279.3615737,1853,0.6826240420341492
1665142283.6706798,1866,1.1214301586151123
1665142284.6724098,1869,0.7125259637832642
1665142287.364539,1877,0.534857988357544
1665142306.403307,1917,0.9733296036720276
1665142312.066611,1934,0.5897296071052551
1665142315.5882452,1944,0.4176549017429352
1665142316.678266,1947,0.3963886797428131
1665142323.3392956,1967,1.1420695781707764
1665142328.649269,1983,0.5307268500328064
1665142340.304419,2001,0.3227863609790802
1665142344.3025868,2013,0.7474333643913269
1665142352.0441172,2036,0.9178624749183655
1665142364.3332736,2073,0.524027407169342
1665142365.3262696,2076,0.7440623641014099
1665142365.6505663,2077,0.7114324569702148
1665142368.3069885,2085,0.5168284773826599
1665142375.3250911,2089,0.8452602028846741
1665142377.6262846,2096,0.7779726386070251
1665142395.355032,2149,0.30354297161102295
1665142397.6817014,2156,0.7934076189994812
1665142400.6597798,2165,0.5839545130729675
1665142413.6247604,2187,0.20465154945850372
1665142414.9465911,2191,0.3137757182121277
1665142417.7088497,2199,0.5405765771865845
1665142420.3681448,2207,0.43324393033981323
1665142421.70479,2211,0.8619979023933411
1665142428.3422692,2231,0.4618262052536011
1665142429.9882047,2236,0.4807906150817871
1665142430.3172967,2237,0.6888695359230042
1665142431.9802136,2242,0.42103925347328186
1665142436.9716613,2257,1.8782129287719727
1665142444.3109865,2262,0.4394650161266327
1665142450.6467857,2281,1.2305631637573242
1665142456.0405447,2297,0.7697410583496094
1665142459.3534052,2307,0.7494320869445801
1665142463.3240106,2319,0.3298344612121582
1665142471.9463398,2345,0.2515178918838501
1665142480.6539252,2354,0.9680233597755432
1665142492.5665264,2389,0.11274274438619614
1665142492.8965216,2390,0.6715269684791565
1665142493.565231,2392,0.7205957174301147
1665142513.8541577,2436,0.7193912267684937
1665142516.499649,2444,0.13252301514148712
1665142519.4782472,2453,0.991265058517456
1665142520.1451092,2455,1.2247345447540283
1665142521.8180516,2460,0.5259611010551453
1665142530.169288,2485,1.4357799291610718
1665142530.5147285,2486,0.2737731635570526
1665142533.8220613,2496,0.1463887095451355
1665142534.486677,2498,0.30976933240890503
1665142536.1499794,2503,0.6362189054489136
1665142540.7830799,2517,0.759641706943512
1665142548.4637542,2523,0.5645881295204163
1665142551.429601,2532,0.5226986408233643
1665142556.3693786,2547,0.9405988454818726
1665142558.43587,2553,0.48202091455459595
1665142575.9624028,2606,0.6808014512062073
1665142587.1582832,2623,0.4036375880241394
1665142607.7072043,2685,0.7102899551391602
1665142609.3587613,2690,1.6144932508468628
1665142619.304442,2703,0.32950034737586975
1665142631.659137,2740,0.22407333552837372
1665142636.3175092,2754,0.484515517950058
1665142654.6876884,2789,0.6557601094245911
1665142688.4704273,2872,0.10259226709604263
1665142696.3991642,2896,1.099656581878662
1665142704.4458215,2920,0.21634893119335175
1665142725.724127,2967,0.18053659796714783
1665142728.3690267,2975,0.8204517364501953
1665142740.3673942,3011,0.19317422807216644
1665142746.6742244,3030,0.24413982033729553
1665142749.3386862,3038,0.16851432621479034
1665142750.3440225,3041,0.6315407156944275
1665142775.7715302,3099,0.36529412865638733
1665142800.0729089,3155,0.7121265530586243
1665142802.1194093,3161,1.9010670185089111
1665142807.4605937,3177,0.30019351840019226
1665142813.452568,3195,0.24215592443943024
1665142813.7812185,3196,0.4124062955379486
1665142830.6980338,3230,0.4138950705528259
1665142834.0134292,3240,1.6794430017471313
1665142835.002733,3243,0.8894327282905579
1665142835.3416214,3244,0.4949932098388672
1665142835.994167,3246,0.4002208709716797
1665142836.3212464,3247,0.1751706749200821
1665142844.8593688,3272,1.3777889013290405
1665142855.7724636,3305,0.6755761504173279
1665142874.9786177,3345,0.39833658933639526
1665142885.2620618,3376,0.1438474804162979
1665142899.8721232,3403,0.9526407718658447
1665142901.5474439,3408,0.5845189094543457
1665142908.9745557,3430,3.653942108154297
1665142915.2790456,3449,0.26788580417633057
1665142920.247073,3464,0.09791866689920425
1665142931.1326973,3480,0.8789283037185669
1665142940.8649974,3509,0.7507081627845764
